month,staff,type,card_type,amount,tip,total
june,Jess N,Cash,,74.2,0,74.2
june,Lisa W,Credit Card,Mastercard,75.26,15,90.26
june,Jess N,Cash,,79.85,0,79.85
june,PM Bar,Credit Card,Amex,97.4,20,117.4
june,Lisa W,Credit Card,Visa,78.02,15,93.02
june,Monica G,Credit Card,Visa,38.16,6,44.16
june,Brianna  K,Cash,,13.78,0,13.78
june,Heather C,Credit Card,Mastercard,67.41,9,76.41
june,Heather C,Credit Card,Visa,388.71,200,588.71
june,Heather C,Cash,,8.61,0,8.61
june,Jen V,Cash,,5.3,0,5.3
june,PM Bar,Credit Card,Visa,16,1,17
june,Wall Bar,Credit Card,Visa,109.94,22,131.94
june,Brianna  K,Credit Card,Visa,92.25,23.06,115.31
june,Wall Bar,Cash,,24.92,0,24.92
june,PM Bar,Cash,,22.98,0,22.98
june,Clay  R,Cash,,9.54,0,9.54
june,Andrew S,Credit Card,Mastercard,85.56,25,110.56
june,Andrew S,Credit Card,Visa,85.56,25,110.56
june,Jess N,Credit Card,Visa,133.84,26,159.84
june,Lisa W,Credit Card,Visa,79.72,21.28,101
june,PM Bar,Cash,,49.82,0,49.82
june,Andrew S,Credit Card,Visa,39.38,8,47.38
june,Andrew S,Cash,,18.02,0,18.02
june,PM Bar,Credit Card,Mastercard,44.52,9,53.52
june,Wall Bar,Credit Card,Discover,50.74,11,61.74
june,Linda B,Credit Card,Visa,8.48,0,8.48
june,Lisa W,Cash,,132.25,0,132.25
june,PM Bar,Credit Card,Visa,14,0,14
june,PM Bar,Cash,,12.78,0,12.78
june,PM Bar,Credit Card,Visa,14.5,3,17.5
june,PM Bar,Cash,,83.7,0,83.7
june,Wall Bar,Credit Card,Visa,28.5,8,36.5
june,Lisa W,Cash,,20.67,0,20.67
june,PM Bar,Credit Card,Visa,108.98,22,130.98
june,PM Bar,Cash,,5,0,5
june,PM Bar,Cash,,8.25,0,8.25
june,PM Bar,Cash,,10.6,0,10.6
june,Jean P,Cash,,159,0,159
june,Mackenzie W,Credit Card,Visa,172.78,35,207.78
june,KJ V,Credit Card,Visa,179.14,40,219.14
june,AM Bar,Credit Card,Visa,109.74,15,124.74
june,Jess N,Credit Card,Mastercard,162.45,30,192.45
june,Ashley A,Credit Card,Visa,182.52,40,222.52
june,Take Out,Credit Card,Visa,50,0,50
june,Heather C,Credit Card,Visa,124.29,25,149.29
june,Alexis F,Credit Card,Discover,67.05,15.95,83
june,Jean P,Credit Card,Amex,169.34,32,201.34
june,AM Bar,Credit Card,Amex,127.2,20,147.2
june,Mackenzie W,Cash,,63.6,0,63.6
june,AM Bar,Credit Card,Visa,102.03,15,117.03
june,Mackenzie W,Credit Card,Mastercard,432.18,17.82,450
june,KJ V,Credit Card,Visa,131.2,25,156.2
june,AM Bar,Credit Card,Amex,70.49,8,78.49
june,AM Bar,Credit Card,Discover,31.8,3,34.8
june,AM Bar,Credit Card,Mastercard,71.6,15,86.6
june,Alexis F,Credit Card,Visa,321.6,0,321.6
june,Heather C,Credit Card,Visa,134.09,30,164.09
june,Mackenzie W,Credit Card,Visa,174.2,0,174.2
june,AM Bar,Credit Card,Visa,98.58,18,116.58
june,Heather C,Credit Card,Visa,209.7,0,209.7
june,Alexis F,Credit Card,Amex,415.8,0,415.8
june,Jess N,Credit Card,Visa,206.7,0,206.7
june,Jess N,Credit Card,Mastercard,63.6,0,63.6
june,AM Bar,Credit Card,Visa,88.6,0,88.6
june,AM Bar,Cash,,86.1,0,86.1
june,Heather C,Credit Card,Mastercard,365.97,0,365.97
june,Jean P,Credit Card,Mastercard,261.14,0,261.14
june,Jess N,Cash,,162.45,0,162.45
june,KJ V,Credit Card,Amex,194.8,40,234.8
june,Alexis F,Credit Card,Visa,311.6,0,311.6
june,Alexis F,Gift Card,,25,0,25
june,Alexis F,Credit Card,Visa,138.88,0,138.88
june,AM Bar,Credit Card,Mastercard,89.6,18,107.6
june,AM Bar,Cash,,13,0,13
june,Take Out,Credit Card,Mastercard,30,0,30
june,Jean P,Cash,,71.6,0,71.6
june,Jean P,Credit Card,Visa,71.6,0,71.6
june,KJ V,Credit Card,Visa,111.3,22,133.3
june,Ashley A,Credit Card,Mastercard,85.86,15,100.86
june,Jean P,Cash,,204.12,0,204.12
june,Mackenzie W,Credit Card,Visa,141.56,20,161.56
june,Ashley A,Cash,,103.64,0,103.64
june,Ashley A,Cash,,31.8,0,31.8
june,Ashley A,Cash,,98.85,0,98.85
june,Ashley A,Cash,,99.64,0,99.64
june,Ashley A,Cash,,35.25,0,35.25
june,Ashley A,Cash,,31.8,0,31.8
june,Ashley A,Cash,,131.44,0,131.44
june,Ashley A,Cash,,63.6,0,63.6
june,KJ V,Cash,,197.16,0,197.16
june,Alexis F,Credit Card,Amex,71.6,15,86.6
june,AM Bar,Credit Card,Mastercard,127.2,20,147.2
june,Jess N,Cash,,130.38,0,130.38
june,Alexis F,Credit Card,Visa,101.76,0,101.76
june,Jess N,Credit Card,Visa,127.2,24,151.2
june,Heather C,Credit Card,Visa,68.12,14,82.12
june,AM Bar,Credit Card,Visa,131.2,0,131.2
june,Heather C,Credit Card,Mastercard,159,20,179
june,KJ V,Cash,,206.7,0,206.7
june,Ashley A,Credit Card,Visa,67.05,0,67.05
june,Jean P,Credit Card,Visa,296.1,0,296.1
june,AM Bar,Credit Card,Mastercard,135.2,0,135.2
june,Jess N,Credit Card,Visa,127.2,20,147.2
june,AM Bar,Credit Card,Visa,66.78,0,66.78
june,Jess N,Credit Card,Amex,147.2,0,147.2
june,AM Bar,Credit Card,Visa,127.2,26,153.2
june,Jean P,Gift Card,,50,0,50
june,Jean P,Credit Card,Visa,117,30,147
june,Alexis F,Credit Card,Visa,129.69,0,129.69
june,Alexis F,Credit Card,Visa,129.71,0,129.71
june,Jess N,Credit Card,Visa,90,0,90
june,KJ V,Credit Card,Visa,95.4,14.25,109.65
june,Heather C,Credit Card,Mastercard,95.4,20,115.4
june,Alexis F,Credit Card,Discover,226.8,0,226.8
june,Take Out,Cash,,50,0,50
june,Heather C,Credit Card,Visa,47.7,10,57.7
june,Heather C,Credit Card,Amex,47.7,10,57.7
june,Jess N,Credit Card,Visa,71.6,14,85.6
june,Mackenzie W,Cash,,301.93,0,301.93
june,AM Bar,Cash,,125.64,0,125.64
june,KJ V,Credit Card,Mastercard,169.6,37,206.6
june,KJ V,Cash,,65,0,65
june,Heather C,Credit Card,Visa,321.3,0,321.3
june,KJ V,Credit Card,Visa,233.13,45,278.13
june,Jean P,Credit Card,Visa,287.19,0,287.19
june,AM Bar,Credit Card,Visa,100.4,0,100.4
june,Jess N,Credit Card,Visa,105.36,17,122.36
june,AM Bar,Credit Card,Visa,63.6,10,73.6
june,Alexis F,Credit Card,Visa,135.2,0,135.2
june,Alexis F,Credit Card,Visa,73.6,0,73.6
june,Ashley A,Cash,,563.4,0,563.4
june,Alexis F,Credit Card,Amex,130.38,26,156.38
june,Jean P,Credit Card,Mastercard,167.58,10,177.58
june,AM Bar,Credit Card,Mastercard,100,0,100
june,AM Bar,Credit Card,Visa,66.71,30,96.71
june,Alexis F,Credit Card,Discover,70.49,15,85.49
june,Heather C,Credit Card,Visa,179.24,0,179.24
june,Heather C,Credit Card,Visa,179.24,0,179.24
june,AM Bar,Credit Card,Visa,110.85,22,132.85
june,AM Bar,Credit Card,Mastercard,89.6,15,104.6
june,Take Out,Credit Card,Visa,100,0,100
june,Jess N,Cash,,127.2,0,127.2
june,AM Bar,Credit Card,Mastercard,108.85,12,120.85
june,Mackenzie W,Credit Card,Discover,342.86,0,342.86
june,Jean P,Credit Card,Visa,164.75,0,164.75
june,Jess N,Credit Card,Visa,101.23,0,101.23
june,Heather C,Credit Card,Visa,260.2,0,260.2
june,Jean P,Credit Card,Discover,164.75,0,164.75
june,Jess N,Credit Card,Visa,101.23,0,101.23
june,Jess N,Credit Card,Visa,63.6,0,63.6
june,Jess N,Credit Card,Mastercard,63.6,0,63.6
june,Jean P,Credit Card,Visa,264.6,0,264.6
june,Take Out,Credit Card,Mastercard,60,0,60
june,Jess N,Credit Card,Discover,127.2,28,155.2
june,Jess N,Credit Card,Amex,69.96,14,83.96
june,KJ V,Cash,,194.8,0,194.8
june,AM Bar,Credit Card,Mastercard,85.86,18.14,104
june,Alexis F,Cash,,184.45,0,184.45
june,KJ V,Cash,,242.5,0,242.5
june,AM Bar,Credit Card,Visa,63.6,12,75.6
june,Ashley A,Credit Card,Discover,115.94,24,139.94
june,Ashley A,Credit Card,Mastercard,115.94,23,138.94
june,Ashley A,Credit Card,Visa,115.93,24,139.93
june,Take Out,Credit Card,Mastercard,50,0,50
june,Take Out,Cash,,95.4,0,95.4
june,Take Out,Credit Card,Visa,40.28,0,40.28
june,Linda B,Credit Card,Visa,79.4,20,99.4
june,Brianna  K,Credit Card,Discover,100.7,0,100.7
june,Monica G,Credit Card,Visa,218.9,0,218.9
june,Take Out,Credit Card,Visa,1365.3,0,1365.3
june,Taryn R,Credit Card,Visa,84.8,16,100.8
june,Monica G,Credit Card,Mastercard,100.15,25,125.15
june,Mackenzie W,Cash,,51.94,0,51.94
june,Monica G,Credit Card,Visa,191.86,36,227.86
june,Andrew S,Credit Card,Amex,203.79,0,203.79
june,Monica G,Credit Card,Visa,146.68,0,146.68
june,Lisa W,Credit Card,Visa,99.74,20,119.74
june,Mackenzie W,Credit Card,Mastercard,129.75,30.25,160
june,Caroline S,Credit Card,Visa,143.15,35,178.15
june,Brianna  K,Credit Card,Mastercard,188.24,50,238.24
june,PM Bar,Credit Card,Visa,21.36,5,26.36
june,KJ V,Credit Card,Visa,173.44,36.56,210
june,Jenna D,Credit Card,Mastercard,114.48,25,139.48
june,Take Out,Credit Card,Visa,50,0,50
june,Jenna D,Credit Card,Mastercard,114.48,35,149.48
june,Andrew S,Credit Card,Visa,143.51,29,172.51
june,Mackenzie W,Cash,,69.23,0,69.23
june,PM Bar,Credit Card,Discover,136.46,30,166.46
june,Caroline S,Credit Card,Visa,117.66,30,147.66
june,Jenna D,Credit Card,Amex,147.07,30,177.07
june,KJ V,Credit Card,Discover,164.76,35,199.76
june,KJ V,Credit Card,Visa,63.6,12,75.6
june,Taryn R,Credit Card,Mastercard,110.75,0,110.75
june,Taryn R,Credit Card,Discover,149.36,30,179.36
june,Taryn R,Credit Card,Visa,14.84,5,19.84
june,KJ V,Cash,,102.16,0,102.16
june,Linda B,Gift Card,,35,0,35
june,Linda B,Credit Card,Visa,77.7,20,97.7
june,Linda B,Credit Card,Amex,75.62,12,87.62
june,Jenna D,Credit Card,Visa,270.92,60,330.92
june,Jenna D,Credit Card,Mastercard,259.1,60,319.1
june,Taryn R,Credit Card,Mastercard,312.31,62,374.31
june,Lisa W,Credit Card,Visa,163.1,0,163.1
june,Caroline S,Credit Card,Discover,70.4,14,84.4
june,Lisa W,Credit Card,Mastercard,68.84,22,90.84
june,Linda B,Credit Card,Visa,224.13,50,274.13
june,Linda B,Credit Card,Amex,224.13,50,274.13
june,Lisa W,Credit Card,Mastercard,76.68,15,91.68
june,Taryn R,Credit Card,Mastercard,82.47,16,98.47
june,Take Out,Credit Card,Visa,199.8,0,199.8
june,Linda B,Credit Card,Visa,88.2,20,108.2
june,Caroline S,Credit Card,Visa,110.1,22,132.1
june,PM Bar,Credit Card,Amex,13,5,18
june,Taryn R,Gift Card,,76.32,0,76.32
june,Monica G,Credit Card,Mastercard,88.4,17.6,106
june,Caroline S,Credit Card,Visa,54.52,12,66.52
june,Caroline S,Credit Card,Mastercard,52.9,12,64.9
june,Monica G,Credit Card,Mastercard,63.6,12,75.6
june,Lisa W,Credit Card,Discover,214,40,254
june,Brianna  K,Cash,,117.96,0,117.96
june,Taryn R,Credit Card,Visa,130.17,26,156.17
june,Andrew S,Credit Card,Visa,107.06,21.4,128.46
june,Andrew S,Cash,,229.48,0,229.48
june,Jenna D,Credit Card,Visa,123.29,0,123.29
june,Take Out,Credit Card,Mastercard,365.49,0,365.49
june,Linda B,Credit Card,Mastercard,94.34,0,94.34
june,Brianna  K,Credit Card,Visa,148.74,30,178.74
june,Caroline S,Credit Card,Visa,112.52,22.48,135
june,KJ V,Credit Card,Visa,126.14,24,150.14
june,PM Bar,Cash,,162.68,0,162.68
june,Lisa W,Credit Card,Visa,106.32,0,106.32
june,Linda B,Credit Card,Mastercard,90.1,0,90.1
june,Brianna  K,Credit Card,Visa,165.54,32,197.54
june,Andrew S,Credit Card,Mastercard,134.09,26,160.09
june,Jenna D,Credit Card,Visa,306.47,70,376.47
june,Lisa W,Credit Card,Mastercard,46.8,8,54.8
june,Taryn R,Credit Card,Visa,57.77,11,68.77
june,Taryn R,Credit Card,Visa,57.77,11,68.77
june,Linda B,Credit Card,Discover,191.72,40,231.72
june,PM Bar,Cash,,24.5,0,24.5
june,Caroline S,Credit Card,Amex,80.78,15,95.78
june,Jenna D,Credit Card,Visa,111.06,0,111.06
june,Caroline S,Cash,,60,0,60
june,Andrew S,Credit Card,Mastercard,92.22,20,112.22
june,Caroline S,Gift Card,,50,0,50
june,Caroline S,Credit Card,Amex,89.12,0,89.12
june,Monica G,Credit Card,Visa,188.74,36,224.74
june,PM Bar,Credit Card,Visa,40.62,8,48.62
june,KJ V,Credit Card,Mastercard,100.44,25,125.44
june,Monica G,Credit Card,Visa,102.61,25,127.61
june,Jenna D,Credit Card,Visa,77.38,15.48,92.86
june,Linda B,Credit Card,Visa,108.38,25,133.38
june,Jenna D,Credit Card,Visa,68.9,15,83.9
june,Monica G,Credit Card,Mastercard,189.12,40,229.12
june,Jenna D,Credit Card,Visa,71,15,86
june,Mackenzie W,Cash,,325.09,0,325.09
june,Caroline S,Credit Card,Mastercard,180.3,100,280.3
june,Linda B,Gift Card,,100,0,100
june,Linda B,Gift Card,,47.77,0,47.77
june,Linda B,Gift Card,,50,0,50
june,Linda B,Gift Card,,50,0,50
june,Linda B,Gift Card,,10,0,10
june,Linda B,Gift Card,,32.05,0,32.05
june,Monica G,Credit Card,Visa,232.77,44,276.77
june,Mackenzie W,Cash,,395.46,0,395.46
june,Linda B,Credit Card,Visa,159.66,50,209.66
june,Lisa W,Credit Card,Visa,113.64,0,113.64
june,Caroline S,Credit Card,Visa,55.51,10,65.51
june,Mackenzie W,Credit Card,Visa,559.74,0,559.74
june,Taryn R,Credit Card,Visa,199.43,0,199.43
june,Lisa W,Credit Card,Visa,122.64,24,146.64
june,Brianna  K,Credit Card,Mastercard,507.02,150,657.02
june,Taryn R,Credit Card,Amex,140.44,28,168.44
june,Andrew S,Cash,,7.42,0,7.42
june,PM Bar,Credit Card,Visa,18.02,0,18.02
june,PM Bar,Credit Card,Mastercard,20,5,25
june,Lisa W,Credit Card,Visa,115.66,27,142.66
june,Monica G,Credit Card,Visa,112.89,22,134.89
june,Caroline S,Credit Card,Visa,99.8,20,119.8
june,KJ V,Credit Card,Visa,116.11,0,116.11
june,Lisa W,Credit Card,Visa,83.71,15,98.71
june,KJ V,Cash,,177.27,0,177.27
june,KJ V,Cash,,129.4,0,129.4
june,Linda B,Credit Card,Visa,59.58,18,77.58
june,Mackenzie W,Credit Card,Visa,6.36,0,6.36
june,Caroline S,Credit Card,Visa,324.2,65,389.2
june,Monica G,Credit Card,Visa,306.62,65,371.62
june,PM Bar,Cash,,57.76,0,57.76
june,KJ V,Credit Card,Visa,185.29,40,225.29
june,Lisa W,Cash,,189.49,0,189.49
june,Andrew S,Credit Card,Mastercard,157.8,35,192.8
june,Andrew S,Credit Card,Visa,157.8,32,189.8
june,PM Bar,Credit Card,Visa,91.55,20,111.55
june,Lisa W,Credit Card,Visa,107.32,22,129.32
june,PM Bar,Cash,,11.66,0,11.66
june,KJ V,Cash,,9.54,0,9.54
june,Brianna  K,Cash,,9.54,0,9.54
june,KJ V,Credit Card,Visa,140.28,30,170.28
june,Andrew S,Cash,,11.66,0,11.66
june,Take Out,Credit Card,Visa,18.02,0,18.02
june,KJ V,Credit Card,Amex,32.86,6,38.86
june,AM Bar,Credit Card,Mastercard,81.3,16,97.3
june,AM Bar,Cash,,30.74,0,30.74
june,Clay  R,Credit Card,Amex,47.88,10.12,58
june,Clay  R,Credit Card,Mastercard,23.94,5,28.94
june,KJ V,Credit Card,Visa,63.6,12,75.6
june,AM Bar,Credit Card,Visa,38.16,7,45.16
june,KJ V,Credit Card,Visa,135.68,27.32,163
june,KJ V,Gift Card,,43.46,0,43.46
june,Take Out,Cash,,100,0,100
june,AM Bar,Credit Card,Mastercard,67.74,14,81.74
june,Caroline S,Credit Card,Mastercard,44.52,8,52.52
june,Clay  R,Credit Card,Visa,136.64,28,164.64
june,Clay  R,Credit Card,Visa,140.08,30,170.08
june,Clay  R,Credit Card,Visa,19.08,4,23.08
june,Caroline S,Credit Card,Discover,92.5,18,110.5
june,Clay  R,Credit Card,Mastercard,19.08,4,23.08
june,Clay  R,Cash,,15.9,0,15.9
june,Caroline S,Credit Card,Mastercard,60,15,75
june,KJ V,Cash,,20.14,0,20.14
june,KJ V,Cash,,20.14,0,20.14
june,KJ V,Cash,,16.96,0,16.96
june,KJ V,Cash,,20.9,0,20.9
june,KJ V,Cash,,15.9,0,15.9
june,KJ V,Cash,,22.16,0,22.16
june,Caroline S,Credit Card,Visa,22.37,10,32.37
june,KJ V,Cash,,19.08,0,19.08
june,KJ V,Credit Card,Mastercard,70.29,0,70.29
june,Clay  R,Credit Card,Amex,26.89,0,26.89
june,Clay  R,Cash,,16.96,0,16.96
june,AM Bar,Credit Card,Visa,41.61,8,49.61
june,Caroline S,Cash,,572.4,0,572.4
june,Take Out,Credit Card,Mastercard,200,0,200
june,KJ V,Cash,,58.53,0,58.53
june,Clay  R,Credit Card,Visa,99.42,18,117.42
june,Jessica Warrick,Credit Card,Mastercard,38.16,0,38.16
june,AM Bar,Credit Card,Visa,41.24,8,49.24
june,AM Bar,Credit Card,Amex,58.09,12,70.09
june,AM Bar,Cash,,8,0,8
june,Take Out,Credit Card,Visa,20,0,20
june,AM Bar,Cash,,8.08,0,8.08
june,KJ V,Credit Card,Amex,44.31,10.69,55
june,AM Bar,Credit Card,Visa,47.3,0,47.3
june,AM Bar,Credit Card,Mastercard,84.9,20,104.9
june,Take Out,Cash,,21.2,0,21.2
june,Jessica Warrick,Gift Card,,50,0,50
june,Jessica Warrick,Credit Card,Mastercard,34.01,10,44.01
june,AM Bar,Credit Card,Mastercard,61.84,0,61.84
june,KJ V,Cash,,107.82,0,107.82
june,KJ V,Credit Card,Mastercard,246.01,50,296.01
june,AM Bar,Cash,,99.98,0,99.98
june,Jessica Warrick,Credit Card,Mastercard,48.76,10,58.76
june,AM Bar,Credit Card,Amex,57.64,20,77.64
june,AM Bar,Credit Card,Mastercard,50.68,20,70.68
june,Alexis F,Credit Card,Mastercard,57.36,12,69.36
june,AM Bar,Cash,,6,0,6
june,Alexis F,Credit Card,Visa,36.57,10,46.57
june,Alexis F,Credit Card,Discover,67.79,0,67.79
june,AM Bar,Credit Card,Mastercard,59.64,12,71.64
june,Monica G,Credit Card,Visa,129.84,30,159.84
june,AM Bar,Credit Card,Visa,89.42,20.58,110
june,AM Bar,Credit Card,Visa,28.62,10,38.62
june,AM Bar,Cash,,4.77,0,4.77
june,Take Out,Credit Card,Mastercard,38.16,0,38.16
june,Andrew S,Credit Card,Mastercard,53.51,10,63.51
june,AM Bar,Credit Card,Visa,18.02,0,18.02
june,Andrew S,Credit Card,Mastercard,19.08,0,19.08
june,Andrew S,Credit Card,Visa,50.82,15,65.82
june,Andrew S,Credit Card,Visa,46.47,12,58.47
june,Alexis F,Credit Card,Mastercard,119.72,20,139.72
june,AM Bar,Cash,,15,0,15
june,Take Out,Credit Card,Visa,44.52,0,44.52
june,AM Bar,Credit Card,Mastercard,23.9,0,23.9
june,AM Bar,Credit Card,Mastercard,24.19,5.81,30
june,AM Bar,Credit Card,Visa,24.19,6,30.19
june,Take Out,Credit Card,Mastercard,74.2,5,79.2
june,AM Bar,Credit Card,Visa,31.81,7,38.81
june,Taryn R,Credit Card,Visa,57.24,10,67.24
june,Jean P,Credit Card,Mastercard,92.03,20,112.03
june,Alexis F,Credit Card,Visa,88,17,105
june,Alexis F,Cash,,55.28,0,55.28
june,Alexis F,Credit Card,Visa,89.86,0,89.86
june,Jean P,Cash,,80.46,0,80.46
june,Jean P,Credit Card,Visa,71.92,12,83.92
june,Jean P,Cash,,55.02,0,55.02
june,Alexis F,Credit Card,Amex,46.97,8,54.97
june,Taryn R,Credit Card,Mastercard,175.32,20,195.32
june,Jean P,Cash,,52.41,0,52.41
june,AM Bar,Credit Card,Visa,19.56,6,25.56
june,AM Bar,Credit Card,Mastercard,36.91,7,43.91
june,Jean P,Credit Card,Mastercard,52.41,12,64.41
june,Jean P,Credit Card,Visa,52.41,12,64.41
june,AM Bar,Cash,,24.33,0,24.33
june,Jean P,Credit Card,Mastercard,52.41,15,67.41
june,Jean P,Credit Card,Amex,52.41,12,64.41
june,Jean P,Credit Card,Visa,52.4,12.6,65
june,Alexis F,Credit Card,Mastercard,52.17,11,63.17
june,Take Out,Custom Tender,,50,0,50
june,Monica G,Credit Card,Mastercard,257.61,0,257.61
june,Monica G,Credit Card,Visa,257.61,0,257.61
june,AM Bar,Cash,,89.4,0,89.4
june,AM Bar,Credit Card,Visa,85.29,15,100.29
june,Alexis F,Credit Card,Visa,76.32,0,76.32
june,Jean P,Credit Card,Mastercard,26.45,5.25,31.7
june,Jean P,Credit Card,Visa,26.45,5.25,31.7
june,Taryn R,Credit Card,Amex,170.31,35,205.31
june,Jean P,Credit Card,Mastercard,131.44,27,158.44
june,Andrew S,Cash,,150.95,0,150.95
june,AM Bar,Cash,,31.6,0,31.6
june,AM Bar,Credit Card,Mastercard,104.55,20,124.55
june,Andrew S,Credit Card,Mastercard,79.54,17,96.54
june,Alexis F,Credit Card,Visa,75.92,15,90.92
june,AM Bar,Cash,,75.64,0,75.64
june,Alexis F,Gift Card,,50,0,50
june,Alexis F,Credit Card,Mastercard,50.48,20,70.48
june,Take Out,Credit Card,Amex,80.83,17,97.83
june,Monica G,Cash,,91.1,0,91.1
june,Take Out,Credit Card,Amex,100,0,100
june,Take Out,Cash,,6.89,0,6.89
june,Take Out,Credit Card,Mastercard,5.3,0,5.3
june,AM Bar,Gift Card,,37.68,0,37.68
june,Alexis F,Cash,,20.04,0,20.04
june,AM Bar,Credit Card,Visa,8,9,17
june,AM Bar,Cash,,0,0,0
june,AM Bar,Credit Card,Visa,31.9,8,39.9
june,AM Bar,Credit Card,Visa,15.9,5,20.9
june,AM Bar,Cash,,14,0,14
june,AM Bar,Credit Card,Visa,98.16,17,115.16
june,Taryn R,Credit Card,Visa,184.76,38,222.76
june,Jean P,Credit Card,Visa,96.81,20,116.81
june,Monica G,Credit Card,Mastercard,22.43,7,29.43
june,Monica G,Credit Card,Visa,22.43,7,29.43
june,Alexis F,Credit Card,Visa,60,12,72
june,AM Bar,Credit Card,Visa,71.86,14,85.86
june,AM Bar,Credit Card,Visa,134.48,35,169.48
june,Andrew S,Credit Card,Mastercard,24.38,5,29.38
june,Andrew S,Credit Card,Visa,26.5,6,32.5
june,Andrew S,Credit Card,Visa,26.5,6,32.5
june,Andrew S,Credit Card,Mastercard,22.16,7,29.16
june,Take Out,Cash,,13.78,0,13.78
june,Andrew S,Credit Card,Visa,26.5,6,32.5
june,Andrew S,Cash,,27.56,0,27.56
june,Andrew S,Credit Card,Visa,34.88,20,54.88
june,Taryn R,Credit Card,Mastercard,113.38,0,113.38
june,Alexis F,Credit Card,Visa,42.4,0,42.4
june,Alexis F,Gift Card,,9.54,0,9.54
june,AM Bar,Credit Card,Visa,132.98,27,159.98
june,Andrew S,Cash,,13.78,0,13.78
june,AM Bar,Cash,,120,0,120
june,AM Bar,Credit Card,Visa,45.5,10,55.5
june,AM Bar,Credit Card,Visa,45.5,25,70.5
june,AM Bar,Cash,,19,0,19
june,AM Bar,Cash,,0,0,0
june,AM Bar,Cash,,0,0,0
june,Take Out,Credit Card,Amex,100,0,100
june,Take Out,Credit Card,Visa,99.64,0,99.64
june,Take Out,Credit Card,Visa,39.22,0,39.22
june,Matt G,Credit Card,Mastercard,-869.2,0,-869.2
june,AM Bar,Cash,,63.82,0,63.82
june,AM Bar,Credit Card,Amex,44.42,9.58,54
june,AM Bar,Credit Card,Visa,50.88,10,60.88
june,Andrew S,Credit Card,Mastercard,65.51,12,77.51
june,Take Out,Credit Card,Mastercard,35.74,0,35.74
june,AM Bar,Credit Card,Visa,19.08,3,22.08
june,Jess N,Credit Card,Visa,86.92,20,106.92
june,Jess N,Cash,,96.46,0,96.46
june,Andrew S,Credit Card,Mastercard,40.28,10,50.28
june,AM Bar,Credit Card,Mastercard,21.2,7,28.2
june,AM Bar,Credit Card,Visa,36.04,12,48.04
june,Andrew S,Credit Card,Mastercard,85.04,20,105.04
june,Jenna D,Credit Card,Mastercard,66.94,15,81.94
june,Jenna D,Cash,,61.27,0,61.27
june,Jess N,Cash,,80.62,0,80.62
june,Jenna D,Credit Card,Visa,56,12,68
june,Andrew S,Cash,,34.88,0,34.88
june,Jenna D,Credit Card,Mastercard,24.49,6,30.49
june,Jenna D,Credit Card,Visa,25.55,6,31.55
june,Jenna D,Credit Card,Visa,25.55,4.45,30
june,Jenna D,Cash,,19.19,0,19.19
june,AM Bar,Credit Card,Visa,48.49,10,58.49
june,Jenna D,Credit Card,Visa,17.92,0,17.92
june,AM Bar,Credit Card,Visa,48.76,10,58.76
june,Jenna D,Credit Card,Mastercard,31.7,0,31.7
june,Jenna D,Cash,,16.96,0,16.96
june,Jenna D,Cash,,22.42,0,22.42
june,Andrew S,Credit Card,Visa,42.3,10,52.3
june,Andrew S,Credit Card,Visa,90,20,110
june,Jenna D,Cash,,69.75,0,69.75
june,Jess N,Credit Card,Visa,105.25,21,126.25
june,Jenna D,Cash,,33.42,0,33.42
june,AM Bar,Credit Card,Visa,88.05,0,88.05
june,Jenna D,Cash,,122.32,0,122.32
june,AM Bar,Cash,,90.95,0,90.95
june,Jenna D,Cash,,32.76,0,32.76
june,AM Bar,Credit Card,Visa,31.5,0,31.5
june,AM Bar,Cash,,39.68,0,39.68
june,AM Bar,Credit Card,Visa,54.52,12,66.52
june,AM Bar,Credit Card,Visa,25.44,6,31.44
june,Jenna D,Credit Card,Amex,85.5,20,105.5
june,AM Bar,Cash,,32.46,0,32.46
june,AM Bar,Credit Card,Visa,158.76,40,198.76
june,Andrew S,Credit Card,Visa,54.06,11,65.06
june,Take Out,Credit Card,Visa,33.92,3,36.92
june,Andrew S,Credit Card,Mastercard,45.91,10,55.91
june,Andrew S,Credit Card,Discover,47.1,10,57.1
june,Andrew S,Cash,,2.12,0,2.12
june,AM Bar,Credit Card,Visa,68.68,15,83.68
june,AM Bar,Cash,,12,0,12
june,AM Bar,Credit Card,Mastercard,8,8,16
june,Take Out,Credit Card,Visa,12.72,0,12.72
june,Take Out,Credit Card,Discover,31.27,0,31.27
june,AM Bar,Credit Card,Visa,25.9,7,32.9
june,AM Bar,Credit Card,Visa,19.08,8,27.08
june,AM Bar,Cash,,46.98,0,46.98
june,AM Bar,Cash,,10.5,0,10.5
june,AM Bar,Cash,,41.25,0,41.25
june,AM Bar,Cash,,28,0,28
june,Brianna  K,Credit Card,Visa,66.12,13,79.12
june,AM Bar,Cash,,10,0,10
june,Take Out,Cash,,200,0,200
june,Brianna  K,Credit Card,Visa,44.42,0,44.42
june,AM Bar,Cash,,23,0,23
june,AM Bar,Cash,,22.5,0,22.5
june,Take Out,Credit Card,Visa,49.82,0,49.82
june,AM Bar,Cash,,31.85,0,31.85
june,AM Bar,Credit Card,Visa,40.38,10,50.38
june,Andrew S,Cash,,50.6,0,50.6
june,Take Out,Credit Card,Visa,51.94,5,56.94
