month,staff,type,card_type,amount,tip,total
june,Jean P,Credit Card,Visa,59.78,15,74.78
june,Andrew S,Credit Card,Visa,101.2,0,101.2
june,Andrew S,Custom Tender,,252,0,252
june,AM Bar,Cash,,5.5,0,5.5
june,AM Bar,Credit Card,Visa,65.59,13,78.59
june,AM Bar,Credit Card,Visa,16,2,18
june,AM Bar,Credit Card,Amex,26.48,5,31.48
june,AM Bar,Credit Card,Visa,63.96,12.04,76
june,AM Bar,Credit Card,Visa,42.9,10,52.9
june,Taryn R,Credit Card,Visa,58.64,12,70.64
june,Jenna D,Credit Card,Visa,20,6,26
june,Jenna D,Credit Card,Discover,48.16,10,58.16
june,AM Bar,Cash,,6.25,0,6.25
june,Take Out,Credit Card,Visa,67.05,0,67.05
june,AM Bar,Cash,,86.3,0,86.3
june,Andrew S,Credit Card,Amex,36.5,6,42.5
june,Taryn R,Cash,,37.1,0,37.1
june,Jenna D,Credit Card,Visa,87.49,18,105.49
june,Taryn R,Cash,,31.79,0,31.79
june,Taryn R,Cash,,84.42,0,84.42
june,Take Out,Credit Card,Visa,76.59,10,86.59
june,AM Bar,Credit Card,Visa,43.73,0,43.73
june,AM Bar,Cash,,42.97,0,42.97
june,AM Bar,Credit Card,Visa,71.94,20,91.94
june,AM Bar,Credit Card,Visa,39.37,10,49.37
june,Taryn R,Credit Card,Visa,66.21,12,78.21
june,Taryn R,Cash,,24.38,0,24.38
june,AM Bar,Credit Card,Visa,93.48,0,93.48
june,Jean P,Credit Card,Visa,273.45,0,273.45
june,AM Bar,Credit Card,Mastercard,56.85,10,66.85
june,Andrew S,Credit Card,Discover,25.84,10,35.84
june,AM Bar,Cash,,32.13,0,32.13
june,Taryn R,Credit Card,Visa,43.46,9,52.46
june,Andrew S,Credit Card,Visa,87.08,17,104.08
june,Brianna  K,Credit Card,Visa,77.65,16,93.65
june,Brianna  K,Credit Card,Mastercard,35,0,35
june,Brianna  K,Cash,,110.94,0,110.94
june,Jean P,Credit Card,Visa,30.26,6,36.26
june,Taryn R,Gift Card,,77.16,0,77.16
june,Jenna D,Credit Card,Amex,142.64,28,170.64
june,Jean P,Cash,,25.84,0,25.84
june,Jean P,Credit Card,Visa,15.9,3.18,19.08
june,Jean P,Credit Card,Mastercard,22.48,5,27.48
june,Jean P,Cash,,17.92,0,17.92
june,Andrew S,Credit Card,Visa,138.84,26.16,165
june,Taryn R,Credit Card,Visa,56.4,10,66.4
june,AM Bar,Credit Card,Visa,20.5,3.5,24
june,Take Out,Credit Card,Visa,402.04,0,402.04
june,Andrew S,Gift Card,,50,0,50
june,Andrew S,Gift Card,,10.24,0,10.24
june,Andrew S,Credit Card,Visa,18.72,16,34.72
june,Brianna  K,Cash,,57.13,0,57.13
june,Brianna  K,Credit Card,Visa,59.06,15,74.06
june,Brianna  K,Credit Card,Visa,111.46,30,141.46
june,AM Bar,Credit Card,Visa,101.02,21,122.02
june,Brianna  K,Cash,,18.02,0,18.02
june,Brianna  K,Cash,,59.22,0,59.22
june,Brianna  K,Cash,,34.98,0,34.98
june,Brianna  K,Credit Card,Visa,26.5,6,32.5
june,Brianna  K,Cash,,55.12,0,55.12
june,Jenna D,Credit Card,Amex,223.16,46,269.16
june,Jenna D,Credit Card,Mastercard,223.16,50,273.16
june,Brianna  K,Credit Card,Visa,40.18,10,50.18
june,Brianna  K,Credit Card,Amex,86.12,17,103.12
june,Jenna D,Credit Card,Visa,248.08,35,283.08
june,Jenna D,Cash,,68.06,0,68.06
june,Taryn R,Credit Card,Visa,77.38,0,77.38
june,Jenna D,Credit Card,Visa,115.04,22,137.04
june,Jean P,Cash,,6.36,0,6.36
june,Jean P,Cash,,27.42,0,27.42
june,Jenna D,Credit Card,Visa,81.41,16,97.41
june,Jean P,Cash,,19.08,0,19.08
june,Jean P,Gift Card,,21.2,0,21.2
june,Take Out,Cash,,72.84,0,72.84
june,Jean P,Cash,,9.54,0,9.54
june,Jean P,Cash,,15.9,0,15.9
june,Jean P,Cash,,3.12,0,3.12
june,Taryn R,Credit Card,Visa,78.24,11,89.24
june,Jean P,Credit Card,Visa,28.84,0,28.84
june,Jean P,Credit Card,Visa,13.48,0,13.48
june,Taryn R,Credit Card,Visa,175.32,35,210.32
june,AM Bar,Cash,,7.95,0,7.95
june,AM Bar,Credit Card,Visa,102.77,30,132.77
june,AM Bar,Credit Card,Visa,102.77,25,127.77
june,AM Bar,Credit Card,Visa,117.74,0,117.74
june,Taryn R,Credit Card,Visa,90.96,18,108.96
june,AM Bar,Credit Card,Visa,176.1,0,176.1
june,Taryn R,Cash,,4.24,0,4.24
june,Taryn R,Credit Card,Visa,32.96,6,38.96
june,AM Bar,Credit Card,Mastercard,56.86,11,67.86
june,Brianna  K,Cash,,7.42,0,7.42
june,AM Bar,Credit Card,Visa,48.23,10,58.23
june,AM Bar,Credit Card,Visa,18,9,27
june,Take Out,Cash,,20,0,20
june,Linda B,Credit Card,Amex,37.53,7,44.53
june,Take Out,Credit Card,Visa,200,0,200
june,Linda B,Credit Card,Amex,19.61,5,24.61
june,Linda B,Credit Card,Visa,19.61,5,24.61
june,AM Bar,Cash,,65.51,0,65.51
june,AM Bar,Credit Card,Visa,46.54,10,56.54
june,Take Out,Credit Card,Visa,29.68,0,29.68
june,AM Bar,Credit Card,Visa,26.5,5,31.5
june,AM Bar,Credit Card,Visa,44.42,8,52.42
june,Jenna D,Credit Card,Mastercard,42.4,8,50.4
june,Jess N,Credit Card,Visa,17.44,4,21.44
june,Jess N,Credit Card,Mastercard,17.44,4,21.44
june,Linda B,Credit Card,Visa,45.58,10,55.58
june,AM Bar,Credit Card,Amex,54.74,11,65.74
june,Linda B,Cash,,29.68,0,29.68
june,Jenna D,Credit Card,Amex,110.88,16,126.88
june,Linda B,Credit Card,Visa,49.61,9,58.61
june,Jenna D,Credit Card,Mastercard,59.94,0,59.94
june,Jess N,Cash,,204,0,204
june,AM Bar,Credit Card,Visa,62.76,12.24,75
june,Jenna D,Credit Card,Visa,120.74,30,150.74
june,Take Out,Cash,,150,0,150
june,Take Out,Credit Card,Mastercard,16.96,0,16.96
june,Jenna D,Cash,,33.92,0,33.92
june,Jess N,Credit Card,Visa,69.68,14,83.68
june,Take Out,Cash,,200,0,200
june,AM Bar,Credit Card,Visa,72.57,20,92.57
june,AM Bar,Credit Card,Mastercard,40.39,15,55.39
june,Linda B,Credit Card,Visa,32.17,10,42.17
june,Linda B,Credit Card,Visa,32.17,10,42.17
june,Jenna D,Credit Card,Visa,72.46,37,109.46
june,Jenna D,Credit Card,Mastercard,94.03,23,117.03
june,Linda B,Cash,,7,0,7
june,Linda B,Cash,,52.15,0,52.15
june,Linda B,Credit Card,Mastercard,47.81,9.6,57.41
june,Jess N,Credit Card,Amex,51.84,10.16,62
june,Linda B,Credit Card,Visa,42.55,10,52.55
june,Jenna D,Credit Card,Mastercard,50.28,0,50.28
june,AM Bar,Credit Card,Amex,60.7,15,75.7
june,Linda B,Credit Card,Mastercard,42.55,10,52.55
june,Linda B,Credit Card,Mastercard,22.79,4.5,27.29
june,Linda B,Credit Card,Visa,22.79,4.5,27.29
june,Linda B,Cash,,63.39,0,63.39
june,Jenna D,Credit Card,Visa,84.9,16,100.9
june,PM Bar,Credit Card,Mastercard,76.82,0,76.82
june,Jenna D,Credit Card,Visa,25.55,6,31.55
june,Jenna D,Credit Card,Mastercard,25.55,6,31.55
june,Take Out,Credit Card,Mastercard,37.1,0,37.1
june,PM Bar,Cash,,2.12,0,2.12
june,Take Out,Gift Card,,41.34,0,41.34
june,Jenna D,Cash,,68,0,68
june,PM Bar,Cash,,15,0,15
june,PM Bar,Cash,,92.34,0,92.34
june,Monica G,Credit Card,Mastercard,62.43,10,72.43
june,Jenna D,Credit Card,Visa,58.3,0,58.3
june,PM Bar,Credit Card,Mastercard,33.25,7,40.25
june,PM Bar,Credit Card,Visa,55.98,11,66.98
june,Take Out,Gift Card,,31.8,0,31.8
june,PM Bar,Gift Card,,35.8,0,35.8
june,Take Out,Cash,,73.14,0,73.14
june,Lisa W,Credit Card,Mastercard,58.42,12,70.42
june,PM Bar,Cash,,14.5,0,14.5
june,Alec M,Credit Card,Mastercard,165.9,0,165.9
june,PM Bar,Credit Card,Visa,40.43,8,48.43
june,Lisa W,Credit Card,Amex,69.11,20,89.11
june,Lisa W,Credit Card,Visa,71.51,15,86.51
june,Lisa W,Credit Card,Visa,197.85,0,197.85
june,Jen V,Credit Card,Visa,80.46,16,96.46
june,Lisa W,Credit Card,Visa,73.22,13.78,87
june,PM Bar,Credit Card,Mastercard,42.37,8,50.37
june,PM Bar,Credit Card,Visa,16.42,4,20.42
june,PM Bar,Credit Card,Visa,28.9,8.1,37
june,Monica G,Credit Card,Amex,53,10,63
june,PM Bar,Credit Card,Visa,43.37,0,43.37
june,Mackenzie W,Credit Card,Mastercard,153.26,30,183.26
june,Jen V,Credit Card,Visa,101.3,0,101.3
june,Andrew S,Credit Card,Amex,121.25,25,146.25
june,Take Out,Cash,,15.9,0,15.9
june,Monica G,Credit Card,Visa,79.12,16,95.12
june,Lisa W,Credit Card,Visa,59.86,0,59.86
june,Mackenzie W,Credit Card,Visa,143.27,35,178.27
june,Lisa W,Credit Card,Mastercard,100.7,20,120.7
june,Monica G,Cash,,46.16,0,46.16
june,Jenna D,Cash,,77.38,0,77.38
june,Jen V,Credit Card,Visa,83.86,20,103.86
june,Monica G,Credit Card,Visa,68.14,0,68.14
june,Monica G,Credit Card,Visa,68.14,30,98.14
june,Jenna D,Credit Card,Visa,133.82,30,163.82
june,Jen V,Gift Card,,89.31,0,89.31
june,PM Bar,Credit Card,Mastercard,82.58,20,102.58
june,Lisa W,Credit Card,Visa,69.96,15,84.96
june,Andrew S,Credit Card,Visa,20.3,4,24.3
june,Jen V,Credit Card,Visa,0.02,13,13.02
june,Jenna D,Gift Card,,95.25,0,95.25
june,Jenna D,Gift Card,,4.75,0,4.75
june,Jenna D,Cash,,72.63,0,72.63
june,PM Bar,Credit Card,Visa,34.2,7,41.2
june,PM Bar,Gift Card,,45.48,0,45.48
june,Alec M,Cash,,97.98,0,97.98
june,Jenna D,Credit Card,Visa,76.32,20,96.32
june,Jen V,Credit Card,Visa,100.3,20,120.3
june,Mackenzie W,Credit Card,Visa,87.44,0,87.44
june,Mackenzie W,Cash,,38.16,0,38.16
june,Mackenzie W,Credit Card,Discover,81.6,17,98.6
june,Jen V,Credit Card,Visa,135.78,0,135.78
june,Mackenzie W,Credit Card,Visa,160.58,40,200.58
june,Monica G,Credit Card,Visa,35.44,0,35.44
june,Jenna D,Credit Card,Mastercard,95.76,20.04,115.8
june,PM Bar,Credit Card,Amex,93.1,30,123.1
june,Lisa W,Credit Card,Visa,111.91,26,137.91
june,Take Out,Credit Card,Visa,12.19,0,12.19
june,Alec M,Credit Card,Visa,109.61,25,134.61
june,PM Bar,Credit Card,Mastercard,35.37,0,35.37
june,Alec M,Cash,,38,0,38
june,Alec M,Cash,,133.02,0,133.02
june,Alec M,Credit Card,Visa,133.02,34,167.02
june,Monica G,Credit Card,Amex,166.88,50,216.88
june,PM Bar,Credit Card,Mastercard,76.85,0,76.85
june,Alec M,Credit Card,Mastercard,82.43,15,97.43
june,PM Bar,Credit Card,Mastercard,99.78,30,129.78
june,Alec M,Credit Card,Visa,82.43,15,97.43
june,Alec M,Credit Card,Mastercard,42,0,42
june,PM Bar,Credit Card,Mastercard,39.3,7,46.3
june,Alec M,Cash,,141.65,0,141.65
june,Lisa W,Cash,,120.54,0,120.54
june,Mackenzie W,Credit Card,Visa,19,0,19
june,PM Bar,Cash,,6.5,0,6.5
june,PM Bar,Cash,,0,0,0
june,Jen V,Cash,,166.42,0,166.42
june,Lisa W,Gift Card,,20,0,20
june,Lisa W,Credit Card,Mastercard,123.48,35,158.48
june,Andrew S,Cash,,19.08,0,19.08
june,Andrew S,Cash,,22.16,0,22.16
june,Jenna D,Cash,,157.5,0,157.5
june,PM Bar,Credit Card,Visa,70.92,0,70.92
june,Jenna D,Credit Card,Mastercard,84.88,17.12,102
june,PM Bar,Credit Card,Mastercard,35.6,10,45.6
june,Lisa W,Cash,,69.26,0,69.26
june,PM Bar,Credit Card,Visa,16,4,20
june,PM Bar,Credit Card,Visa,13.78,0,13.78
june,Take Out,Cash,,103.19,0,103.19
june,PM Bar,Cash,,12.5,0,12.5
june,PM Bar,Credit Card,Mastercard,84.04,0,84.04
june,Take Out,Cash,,103.19,0,103.19
june,Andrew S,Credit Card,Visa,25.44,0,25.44
june,Andrew S,Credit Card,Discover,22.26,5,27.26
june,Andrew S,Credit Card,Mastercard,19.08,0,19.08
june,Andrew S,Credit Card,Amex,81.44,30,111.44
june,Lisa W,Gift Card,,75.55,0,75.55
june,Andrew S,Cash,,22.26,0,22.26
june,Andrew S,Cash,,19.08,0,19.08
june,Andrew S,Cash,,24.38,0,24.38
june,Andrew S,Cash,,22.26,0,22.26
june,Lisa W,Credit Card,Visa,111.36,28.64,140
june,Alec M,Cash,,15,0,15
june,Alec M,Credit Card,Visa,30.29,0,30.29
june,Alec M,Credit Card,Visa,30.29,0,30.29
june,Alec M,Cash,,9.54,0,9.54
june,Lisa W,Credit Card,Mastercard,47.7,0,47.7
june,PM Bar,Cash,,0,0,0
june,PM Bar,Cash,,0,0,0
june,Matt G,Credit Card,Visa,-651.9,0,-651.9
june,Take Out,Credit Card,Visa,25,0,25
june,Take Out,Credit Card,Mastercard,750,0,750
june,Take Out,Credit Card,Mastercard,100,0,100
june,Take Out,Credit Card,Mastercard,82.68,0,82.68
june,AM Bar,Cash,,63.66,0,63.66
june,AM Bar,Credit Card,Visa,49.92,10,59.92
june,Clay  R,Credit Card,Mastercard,94.34,19,113.34
june,Take Out,Credit Card,Mastercard,32.07,0,32.07
june,Clay  R,Credit Card,Visa,83.11,17,100.11
june,AM Bar,Cash,,36.9,0,36.9
june,Linda B,Credit Card,Visa,16.38,5,21.38
june,Linda B,Credit Card,Visa,16.38,5,21.38
june,Take Out,Credit Card,Visa,100,0,100
june,Clay  R,Cash,,20.14,0,20.14
june,Clay  R,Credit Card,Visa,20.04,5,25.04
june,Clay  R,Credit Card,Mastercard,20.3,5,25.3
june,Linda B,Credit Card,Visa,16.43,3,19.43
june,Clay  R,Credit Card,Visa,29.68,20,49.68
june,Linda B,Credit Card,Visa,16.43,3,19.43
june,Clay  R,Credit Card,Visa,38.16,0,38.16
june,Clay  R,Cash,,16.96,0,16.96
june,Clay  R,Cash,,20.14,0,20.14
june,Clay  R,Cash,,24.38,0,24.38
june,Clay  R,Cash,,20.04,0,20.04
june,Clay  R,Cash,,16.96,0,16.96
june,Clay  R,Cash,,23.02,0,23.02
june,AM Bar,Credit Card,Mastercard,25.44,15,40.44
june,Linda B,Credit Card,Visa,74.2,25.8,100
june,AM Bar,Credit Card,Visa,74.1,14.9,89
june,AM Bar,Credit Card,Mastercard,36.04,0,36.04
june,AM Bar,Credit Card,Visa,53.92,0,53.92
june,Linda B,Credit Card,Discover,45.81,10,55.81
june,AM Bar,Credit Card,Visa,76.58,0,76.58
june,AM Bar,Credit Card,Visa,38.16,8,46.16
june,AM Bar,Cash,,7,0,7
june,AM Bar,Credit Card,Visa,37.96,10,47.96
june,Clay  R,Credit Card,Visa,47.49,10,57.49
june,Linda B,Credit Card,Amex,121.49,24,145.49
june,AM Bar,Cash,,11,0,11
june,AM Bar,Credit Card,Visa,23.12,6,29.12
june,Clay  R,Cash,,104.82,0,104.82
june,Clay  R,Gift Card,,75,0,75
june,Linda B,Credit Card,Visa,118.97,25,143.97
june,AM Bar,Credit Card,Amex,54.38,15,69.38
june,Clay  R,Cash,,29.94,0,29.94
june,Linda B,Credit Card,Visa,38.06,8,46.06
june,Take Out,Credit Card,Mastercard,200,0,200
june,Clay  R,Credit Card,Mastercard,109.56,20.56,130.12
june,Clay  R,Credit Card,Mastercard,60,10,70
june,Linda B,Credit Card,Mastercard,51.34,0,51.34
june,AM Bar,Credit Card,Mastercard,49.84,0,49.84
june,AM Bar,Cash,,6.2,0,6.2
june,Linda B,Credit Card,Amex,210.07,0,210.07
june,Jenna D,Cash,,1054,0,1054
june,Linda B,Cash,,56.55,0,56.55
june,Linda B,Cash,,66.64,0,66.64
june,Linda B,Cash,,38.16,0,38.16
june,Linda B,Cash,,86.92,0,86.92
june,Take Out,Credit Card,Visa,67.84,10,77.84
june,Clay  R,Credit Card,Visa,61.38,0,61.38
june,Take Out,Credit Card,Visa,170.57,0,170.57
june,Clay  R,Credit Card,Mastercard,60.32,15,75.32
june,PM Bar,Cash,,15.25,0,15.25
june,Alec M,Credit Card,Discover,28.32,0,28.32
june,Taryn R,Credit Card,Visa,40.44,0,40.44
june,Taryn R,Credit Card,Visa,54.06,9.94,64
june,PM Bar,Credit Card,Visa,46.4,5,51.4
june,Alec M,Cash,,16.95,0,16.95
june,Alec M,Cash,,15.95,0,15.95
june,Alec M,Cash,,8.48,0,8.48
june,Alec M,Cash,,16.95,0,16.95
june,Alec M,Cash,,7.95,0,7.95
june,PM Bar,Credit Card,Visa,13,0,13
june,Alec M,Cash,,16.95,0,16.95
june,Alec M,Cash,,16.95,0,16.95
june,Alec M,Cash,,22.26,0,22.26
june,Alec M,Cash,,17.48,0,17.48
june,Alec M,Cash,,30.43,0,30.43
june,Alec M,Cash,,16.95,0,16.95
june,Alec M,Cash,,7.95,0,7.95
june,Alec M,Cash,,16.95,0,16.95
june,PM Bar,Credit Card,Visa,34.3,0,34.3
june,PM Bar,Cash,,57.09,0,57.09
june,PM Bar,Credit Card,Visa,9,2,11
june,Take Out,Credit Card,Visa,73.14,5,78.14
june,Monica G,Credit Card,Visa,65.12,0,65.12
june,PM Bar,Cash,,8,0,8
june,Lisa W,Credit Card,Mastercard,88.75,16,104.75
june,Alexis F,Credit Card,Mastercard,66.48,0,66.48
june,Take Out,Credit Card,Visa,45.58,0,45.58
june,Lisa W,Credit Card,Visa,52.04,12,64.04
june,Clay  R,Gift Card,,18.57,0,18.57
june,Alec M,Credit Card,Visa,97.96,0,97.96
june,PM Bar,Cash,,64.98,0,64.98
june,Clay  R,Cash,,25.53,0,25.53
june,Clay  R,Cash,,62.52,0,62.52
june,Lisa W,Credit Card,Visa,26.14,6,32.14
june,Lisa W,Credit Card,Visa,20.63,7.5,28.13
june,Taryn R,Gift Card,,17.6,0,17.6
june,Taryn R,Gift Card,,75,0,75
june,PM Bar,Credit Card,Mastercard,54.31,11,65.31
june,Taryn R,Credit Card,Visa,83.78,0,83.78
june,Taryn R,Credit Card,Mastercard,91.75,0,91.75
june,Taryn R,Credit Card,Mastercard,54.78,11,65.78
june,Clay  R,Credit Card,Mastercard,130.36,26,156.36
june,Clay  R,Cash,,71.98,0,71.98
june,Lisa W,Credit Card,Mastercard,75.78,0,75.78
june,PM Bar,Credit Card,Mastercard,53.17,10,63.17
june,Taryn R,Cash,,106.7,0,106.7
june,Lisa W,Gift Card,,50,0,50
june,Lisa W,Cash,,4.9,0,4.9
june,Monica G,Gift Card,,100,0,100
june,Monica G,Credit Card,Visa,2.32,16,18.32
june,Alec M,Credit Card,Mastercard,86.08,17,103.08
june,Alexis F,Credit Card,Mastercard,98.66,20,118.66
june,Clay  R,Cash,,55,0,55
june,Alexis F,Credit Card,Amex,111.62,22,133.62
june,Clay  R,Credit Card,Mastercard,60.04,0,60.04
june,PM Bar,Gift Card,,21.73,0,21.73
june,Alexis F,Cash,,54.52,0,54.52
june,PM Bar,Credit Card,Visa,40.51,20.49,61
june,Alexis F,Gift Card,,46.48,0,46.48
june,Alexis F,Cash,,11.28,0,11.28
june,Alec M,Credit Card,Visa,41.34,8.2,49.54
june,PM Bar,Credit Card,Visa,64.76,12,76.76
june,Take Out,Credit Card,Visa,43.46,0,43.46
june,Taryn R,Cash,,90.95,0,90.95
june,PM Bar,Credit Card,Mastercard,103.29,0,103.29
june,Monica G,Credit Card,Visa,83,17,100
june,Monica G,Cash,,133.48,0,133.48
june,PM Bar,Credit Card,Visa,35.8,10,45.8
june,Alexis F,Credit Card,Visa,293.41,56.59,350
june,Lisa W,Credit Card,Visa,52.86,13,65.86
june,PM Bar,Credit Card,Mastercard,32.89,10,42.89
june,Taryn R,Credit Card,Mastercard,125.5,29.5,155
june,Lisa W,Credit Card,Mastercard,62.39,12,74.39
june,Alec M,Credit Card,Amex,100,0,100
june,Alec M,Credit Card,Visa,47.66,30,77.66
june,PM Bar,Cash,,99.12,0,99.12
june,Monica G,Credit Card,Visa,57.04,12,69.04
june,Take Out,Credit Card,Visa,7.42,0,7.42
june,PM Bar,Credit Card,Visa,28.88,0,28.88
june,Clay  R,Credit Card,Mastercard,378.86,75,453.86
june,Alexis F,Credit Card,Amex,46.54,10,56.54
june,Lisa W,Credit Card,Visa,76.76,20,96.76
june,Lisa W,Credit Card,Visa,56.18,0,56.18
june,Lisa W,Credit Card,Visa,118.16,25,143.16
june,PM Bar,Cash,,26.96,0,26.96
june,PM Bar,Credit Card,Visa,27.08,7.92,35
june,PM Bar,Credit Card,Visa,97.48,0,97.48
june,Lisa W,Credit Card,Visa,91.72,20,111.72
june,Take Out,Credit Card,Visa,621.6,0,621.6
june,Lisa W,Credit Card,Mastercard,23.38,0,23.38
june,PM Bar,Credit Card,Visa,75.08,20,95.08
june,Take Out,Credit Card,Visa,11.42,0,11.42
june,PM Bar,Credit Card,Visa,36.53,15,51.53
june,Lisa W,Credit Card,Visa,73.58,0,73.58
june,PM Bar,Cash,,15,0,15
june,PM Bar,Credit Card,Mastercard,56.71,30,86.71
june,PM Bar,Cash,,14,0,14
june,Alec M,Cash,,69.96,0,69.96
june,Lisa W,Credit Card,Mastercard,94.3,0,94.3
june,Alec M,Credit Card,Visa,91.06,0,91.06
june,Alec M,Credit Card,Visa,64.66,20,84.66
june,Alec M,Cash,,160.72,0,160.72
june,PM Bar,Credit Card,Mastercard,86.96,18,104.96
june,Alexis F,Credit Card,Visa,190.58,40,230.58
june,PM Bar,Credit Card,Discover,22.26,6,28.26
june,PM Bar,Gift Card,,9.01,0,9.01
june,Taryn R,Gift Card,,0.26,0,0.26
june,Taryn R,Cash,,3.98,0,3.98
june,Lisa W,Credit Card,Mastercard,51.13,0,51.13
june,Lisa W,Credit Card,Amex,41.5,8,49.5
june,Alexis F,Cash,,40,0,40
june,Alexis F,Credit Card,Mastercard,32.08,15,47.08
june,PM Bar,Cash,,82.46,0,82.46
june,PM Bar,Credit Card,Visa,110.71,0,110.71
june,PM Bar,Credit Card,Visa,87.42,20,107.42
june,PM Bar,Credit Card,Amex,87.42,20,107.42
june,PM Bar,Credit Card,Visa,87.43,20,107.43
june,PM Bar,Cash,,10.6,0,10.6
june,PM Bar,Cash,,7,0,7
june,Take Out,Credit Card,Visa,65.72,5,70.72
june,AM Bar,Credit Card,Visa,48.66,10,58.66
june,Jenna D,Gift Card,,37.1,0,37.1
june,Linda B,Cash,,70.98,0,70.98
june,AM Bar,Credit Card,Visa,2.12,6,8.12
june,Jess N,Cash,,66.68,0,66.68
june,Linda B,Credit Card,Visa,46.55,0,46.55
june,Linda B,Credit Card,Visa,46.55,0,46.55
june,Jenna D,Credit Card,Visa,114.38,25,139.38
june,Take Out,Credit Card,Mastercard,19.61,3,22.61
june,AM Bar,Cash,,69.68,0,69.68
june,Take Out,Credit Card,Mastercard,19.08,3,22.08
june,Jess N,Credit Card,Amex,24.28,0,24.28
june,Jenna D,Credit Card,Visa,42.4,8,50.4
june,Jess N,Credit Card,Visa,26.5,6.5,33
june,Linda B,Credit Card,Visa,41.34,10,51.34
june,Jess N,Credit Card,Visa,119.72,24,143.72
june,Linda B,Credit Card,Visa,89.84,18,107.84
june,AM Bar,Credit Card,Visa,66.78,0,66.78
june,AM Bar,Credit Card,Mastercard,27.56,6,33.56
june,AM Bar,Credit Card,Mastercard,68.69,14,82.69
june,Jess N,Cash,,61.13,0,61.13
june,Jenna D,Credit Card,Visa,47.6,10,57.6
june,Matt G,Credit Card,Visa,-61.61,0,-61.61
june,Jess N,Credit Card,Mastercard,15.9,4,19.9
june,Linda B,Credit Card,Visa,49.61,10,59.61
june,Jess N,Credit Card,Visa,22.26,0,22.26
june,Jenna D,Credit Card,Visa,21.1,4,25.1
june,Jenna D,Credit Card,Mastercard,21.1,4,25.1
june,AM Bar,Credit Card,Visa,49.61,0,49.61
june,Jess N,Credit Card,Visa,37.74,0,37.74
june,AM Bar,Credit Card,Mastercard,48.76,0,48.76
june,Jess N,Credit Card,Visa,50.88,0,50.88
june,Jess N,Cash,,15.9,0,15.9
june,Jess N,Cash,,19.08,0,19.08
june,Take Out,Credit Card,Visa,200,0,200
june,AM Bar,Credit Card,Visa,34.5,8,42.5
june,Jess N,Credit Card,Visa,51.84,0,51.84
june,AM Bar,Credit Card,Visa,154.34,0,154.34
june,Linda B,Cash,,27.46,0,27.46
june,Linda B,Cash,,18.02,0,18.02
june,Linda B,Cash,,23.32,0,23.32
june,Linda B,Cash,,22.16,0,22.16
june,Linda B,Cash,,16.96,0,16.96
june,AM Bar,Credit Card,Visa,48.76,0,48.76
june,Linda B,Credit Card,Discover,14.84,0,14.84
june,Linda B,Cash,,16.96,0,16.96
june,AM Bar,Credit Card,Visa,35.2,6,41.2
june,AM Bar,Credit Card,Visa,67.74,15,82.74
june,Linda B,Credit Card,Visa,52.95,10,62.95
june,AM Bar,Credit Card,Visa,68.07,0,68.07
june,Linda B,Credit Card,Visa,52.95,10,62.95
june,AM Bar,Credit Card,Visa,34.08,0,34.08
june,Jenna D,Cash,,162.51,0,162.51
june,Jenna D,Cash,,80.56,0,80.56
june,AM Bar,Credit Card,Amex,25.28,0,25.28
june,AM Bar,Credit Card,Visa,25.27,5,30.27
june,AM Bar,Credit Card,Visa,25.27,5,30.27
june,AM Bar,Credit Card,Mastercard,8,6,14
june,Linda B,Cash,,63.6,0,63.6
june,Linda B,Cash,,89.04,0,89.04
june,AM Bar,Cash,,16,0,16
june,Linda B,Credit Card,Mastercard,81.75,16,97.75
june,Jess N,Credit Card,Visa,48.36,7.6,55.96
june,Take Out,Credit Card,Visa,237.58,0,237.58
june,Jess N,Credit Card,Mastercard,68.62,0,68.62
june,Take Out,Credit Card,Visa,237.58,0,237.58
june,KJ V,Credit Card,Mastercard,776.5,0,776.5
june,Take Out,Credit Card,Visa,568.54,0,568.54
june,KJ V,Cash,,16.75,0,16.75
june,Take Out,Credit Card,Visa,100,0,100
june,Take Out,Credit Card,Mastercard,142.15,0,142.15
june,Jenna D,Cash,,196.64,0,196.64
june,Jenna D,Credit Card,Mastercard,47.23,0,47.23
june,Take Out,Credit Card,Visa,35.25,0,35.25
june,Linda B,Cash,,8,0,8
june,Take Out,Credit Card,Mastercard,246.36,0,246.36
june,AM Bar,Credit Card,Visa,120.06,29,149.06
june,Jenna D,Credit Card,Visa,47.7,10,57.7
june,PM Bar,Cash,,82.13,0,82.13
june,PM Bar,Credit Card,Mastercard,51,0,51
june,Take Out,Credit Card,Visa,21.2,0,21.2
june,PM Bar,Credit Card,Visa,71.37,0,71.37
june,Take Out,Credit Card,Visa,246.36,0,246.36
